average_salary,city_state,company_id,company_info,company_name,company_rating,country_name,job_desc,job_title,post_date
,Paris,1190499,"[('Headquarters', 'Paris, France'), ('Size', '1 to 50 employees'), ('Founded', '2009'), ('Type', 'Company - Private'), ('Industry', 'Business Services'), ('Revenue', 'Unknown / Non-Applicable per year'), ('Competitors', 'Unknown')]",Inteam,None,France,"Contrat durée indéterminée - Inteam  Le poste  Dans un environnement lesprit start-up vous participez pleinement au projet de modernisation de linfrastructure en synergie avec une équipe internationale.  Vous implémentez des outils de configuration et dautomatisation pour simplifier les process de déploiement et de mise jour sur lintégralité de la plateforme. Egalement, vous travaillez de façon proactive sur certaines problématiques de code et sur la scalabilité de la plateforme.  Vous utilisez des outils type Puppet, Chef, Ansible, et vous travaillez dans un environnement cloud sur AWS.  Les responsabilités  Travailler sur lautomatisation  Travailler sur les problématiques de code (Javascript)  Gestion de la partie cloud sur AWS  Gérer la dockerisation  Faire évoluer positivement linfrastructure  Pourquoi venir travailler pour ce client ?  Parce que vous souhaitez un poste qui sort de lordinaire avec un fondateur connu et reconnu de tous sur un projet déj rentable.  Parce que vous recherchez un poste qui propose du télétravail partiel mais aussi des stock-options.  Parce que vous souhaitez être écouté pour vos idées afin de faire évoluer positivement linfrastructure.  Aussi, vous voulez travailler dans un domaine davenir dans les crypto monnaies et le block Chain. Read moreSee All",Jeune diplômé : RARE Devops Crypto monnaies et blockchain Télétravail possible, 30+ days ago
,Meudon,37351,"[('Headquarters', 'London, United Kingdom'), ('Size', '201 to 500 employees'), ('Founded', '1952'), ('Type', 'Subsidiary or Business Segment'), ('Industry', 'Construction, Repair & Maintenance'), ('Revenue', '$500 million to $1 billion (USD) per year'), ('Competitors', 'Carillion')]",Bouygues,3.4,France,"Bouygues Informations générales  Référence  ByT_IF18/588  Date de parution 02/05/2018 Description du poste  Filière Métier INFORMATIQUE Intitulé du poste  Stage Etudes & Développement Blockchain  Contrat  Stage  Statut  Stagiaire  Temps de travail  Temps complet  Durée du contrat  4 6 mois  Description de la mission  Au sein de la Direction des Systèmes d'Information, vous rejoindrez la direction front office & digital qui a pour mission de fournir Bouygues Telecom les applications du Front office grand public nécessaire pour implémenter la stratégie de l'Entreprise. La direction a en charge le développement et le test des applications, en profitant des nouvelles opportunités technologiques pour préparer l'avenir (accélérateur de business, réduction de coûts, simplicité de fonctionnement).  En rejoignant nos équipes, vous aurez l'opportunité d'explorer un sujet innovant : l'utilisation de la blockchain dans le domaine de la gestion des authentifications, identification et droits d'accès des utilisateurs.  De par leur architecture distribuée, les blockchains permettent d'assurer l'intégrité des données, ce qui est un des points les plus important lorsqu'on traite de problématiques liés l'authentification et la gestion des droits d'accès.  Dans le cadre de ce stage, vous serez amené(e) développer une implémentation-pilote ( Proof of Concept) et faire interagir avec les systèmes existant, qui démontre la prise en main de la technologie et son utilité dans les domaines cités. Vous serez en charge de :Faire un état des lieux des applications possibles de la technologie blockchain pour les problématiques de SSO (Single Sign On)Réaliser une analyse fonctionnelle et technique des principales technologies avec une documentation associéeChoisir une solution et argumenter ce choixRédiger spécification fonctionnelle et technique du Proof of ConceptConcevoir les architectures logicielles et technique du PoCRéaliser l'implémentation logicielle du POCFaire une rétrospective et fournir une analyse critique et argumentée sur les avantages et les inconvénients de l'utilisation d'un système base de blockchain pour les problématiques de SSOEtendre cette étude aux problématiques d'identification et de délégation d'autorisation (OAUTH) Profil  Vous êtes étudiant en école d'ingénieurs ou similaire, vous êtes autonome, curieux, dynamique, vous savez être force de proposition et vous êtes motivé(e) par le développement, et les nouvelles technologies. Vous possédez les compétences techniques suivantes: programmation orientée objet, Java, API REST, NOSQL.  Un projet apportant des solutions grâce la technologie de la blockchain serait un plus.  Vous êtes intéressé par les problématiques de sécurité sur les systèmes d'authentification. Read moreSee All",Stage Etudes & Développement Blockchain, 6 days ago
,France,38430,"[('Headquarters', 'Paris, France'), ('Size', '1001 to 5000 employees'), ('Founded', '1900'), ('Type', 'Company - Private'), ('Industry', 'Insurance'), ('Revenue', '$10+ billion (USD) per year'), ('Competitors', 'Unknown')]",Groupama,3.6,France,"Stage - Groupama  Description du poste  Profil principal  Systèmes d'information - Gestion de projet  Intitulé du poste  Stage chef de projet digital Data Science et Blockchain H/F  Type de contrat  Stage  Description de la mission  Au sein de la Direction de la Transformation Digitale de Groupama SA, dans une équipe jeune et dynamique et possédant l'esprit start-up, vous aurez pour mission de piloter des projets dans le domaine de la data science et/ou de la blockchain dans le but d'expérimenter rapidement des solutions technologiques et d'étudier la faisabilité de nouveaux concepts. En fonction de la roadmap, vos missions seront les suivantes : Piloter et accompagner des expérimentations autour du big data et de la data science L'arrivée du big data a révolutionné la manière dont les entreprises doivent gérer et exploiter leurs données. Vous serez donc amenés : Contribuer la réalisation de PoC permettant de répondre des cas d'usage métiers (marketing, tarification, sinistres) ;Concevoir et réaliser la modélisation statistique pour répondre une problématique (construction d'algorithmes, corrélations, analyses prédictives - Machine Learning) ;Analyser les données et restituer les résultats (développer des métriques pertinentes d'aide la décision, dataviz ) ;Proposer des tableaux de bord de suivi et assurer la conduite du changement auprès des clients internes du groupe.Piloter des expérimentations Blockchain Votre rôle sera de piloter une expérimentation Blockchain en coordination avec notre IT interne et pour cela nous vous demanderons : D'étudier les différentes technologies Blockchain existantes (Bitcoin, Ethereum) et sélectionner celles tester ;D'organiser des sessions de partage de connaissances en interne afin de renforcer les compétences sur le sujet ;De participer aux initiatives du groupe sur la Blockchain avec des acteurs tiers (FFA, LabChain ) Profil  Avant tout de la curiosité, de la motivation et une forte appétence pour les nouvelles technologies, et aussi : Être en cours d'obtention d'un diplôme d'une grande école d'ingénieur, d'informatique ou Master en lien avec la Data Science ou la BlockchainAvoir effectué un premier stage idéalement dans le big data/data science ou blockchainSavoir gérer des projets et être orienté objectifs, délais et résultatsÊtre capable de travailler en transverse avec ténacité et rigueurSavoir chercher les informations et se former en autonomie Maîtriser l'anglais écrit, l'anglais oral est un plusDes compétences en informatique et en code (html5, java, python, javascript, nodeJS, Solidity, suite elastic search, logstash, kibana) ainsi qu'en cryptographieUne première expérience sur les environnements cloud AWS ou Azure est un plus Critères candidat  Niveau d'études min. requis  Bac+3  Niveau d'expérience min. requis de 2 ans Read moreSee All",Stage : Stage chef de projet digital Data Science et Blockchain H/F, 6 days ago
,Saclay,464328,"[('Headquarters', 'Bagnols-sur-Ceze, France'), ('Size', '10000+ employees'), ('Founded', '1945'), ('Type', 'Government'), ('Industry', 'Government'), ('Revenue', '$50 to $100 million (USD) per year'), ('Competitors', 'Unknown')]",CEA,4.1,France,"Informations générales Entité de rattachement  Le Commissariat à l'énergie atomique et aux énergies alternatives (CEA) est un organisme public de recherche.  Acteur majeur de la recherche, du développement et de l'innovation, le CEA intervient dans le cadre de ses quatre missions :  . la défense et la sécurité  . l'énergie nucléaire (fission et fusion)  . la recherche technologique pour l'industrie  . la recherche fondamentale (sciences de la matière et sciences de la vie).  Avec ses 16000 salariés -techniciens, ingénieurs, chercheurs, et personnel en soutien à la recherche- le CEA participe à de nombreux projets de collaboration aux côtés de ses partenaires académiques et industriels. Référence  2018-6110Délai de traitement3 moisDescription du poste  DomaineMathématiques, information scientifique, logicielIntitulé de l'offreStage - Elagage de trie d'état adaptatif dans les blockchains H/FContratStageSujet de stageElagage de trie d'état adaptatif dans les BlockchainsDurée du contrat (en mois)6 moisDescription de l'offreLe stage s'inscrit dans le cadre de travaux menés au sein d'une équipe du CEA LIST qui développe des systèmes d'information coopératifs de confiance (LICIA). L'équipe développe des apllications de type blockchain et s'intéresse aux aspects protocoles distribués dans ce contexte. Le stage se déroulera au sein du LICIA sur le site du CEA à NanoINNOV sur le plateau de Saclay. Description du sujet: Bitcoin est un système de payement P2P inventé en 2008 et publié en tant que logiciel libre en 2009. Depuis sa création Bitcoin est devenu la plus importante crypto-monnaie utilisée actuellement. Ethereum a introduit une blockchain qui permet aux utilisateurs de développer , exécuter et utiliser des contrats intelligents. Un contrat intelligent est une collection de code et de données qui résident à une adresse spécifique sur la chaine de blocs Ethereum.  Pour des raisons d'efficacité , dans Ethereum, contrairement à bitcoin , chaque bloc contient une racine d'état qui stocke l'état complet du système : tous les soldes de comptes , contrats intelligents et les nonces de compte sont à l'intérieur .cependant , l'un des problèmes importants , concernant les tentatives d'état est la grande quantité de données que les utilisateurs doivent stocker .  Pour résoudre ce problème , une approche d'élagage d'arbres d'état a été proposée .L'idée est de compter les références à suivre lorsque les nœuds tombent de l'état trie , et à ce moments là de les supprimer , à moins que le même nœud ne soit à nouveau utilisé dans les prochains X blocs .cependant trouver la bonne valeur de X n'est pas trivial . Travail a réaliser : Sur la base de cette observation , l'objectif du stage est de développer une approche adaptative pour rendre l'élagage de l'état efficace et d'étudier les implications de l'approche développée . A cette fin , une approche d'ajustement des paramètres adaptatifs sera utilisée pour trouver la valeur X dynamique. L'approche sera d'abord testée sur un simulateur puis sur un réseau privé Ethereum. Le stagiaire aura pour activités de :préparer un état de l'art sur les essais d'état dans les systèmes blockchain ,préparer un état de l'art sur les approches de réglage de paramètres adaptatifs ,développer un modèle de simulation fonctionnant sur un seul nœud sur un ordinateur , développer la conception finale de l'approche sur Ethereum et la tester sur un réseau privé Ethereum. Profil du candidatIngénieur/Master - Bac+5  Compétences : informatique , ingénierie , connaissances des systèmes distribués et des systèmes multi agents en général, connaissance de la technologie blockchain et des contrats intelligents , bonne expérience en programmation dans n'importe quelle langue .  Langages : Solidity,Java  Logiciels: Ethereum, Geth,  Moyens mis en œuvre : système distribué, calcul distribué , systèmes multi agentLocalisation du poste  SiteSaclayLieu  CEA SACLAY Demandeur  Disponibilité du poste01/06/2018 Read moreSee All",Stage - Elagage de trie d'état adaptatif dans les blockchains H/F, 2 days ago
,Nanterre,1923270,"[('Headquarters', 'Vladivostok, Russia'), ('Size', '1 to 50 employees'), ('Founded', 'Unknown'), ('Type', 'Company - Private'), ('Industry', 'Unknown'), ('Revenue', 'Unknown / Non-Applicable per year'), ('Competitors', 'Unknown')]",alias,5.0,France,"Stage - alias  Au sein de la Direction de la Transformation Digitale de Groupama SA, dans une équipe jeune et dynamique et possédant l'esprit start-up, vous aurez pour mission de piloter des projets dans le domaine de la data science et/ou de la blockchain dans le but d'expérimenter rapidement des solutions technologiques et d'étudier la faisabilité de nouveaux concepts. En fonction de la roadmap, vos missions seront les suivantes : Piloter et accompagner des expérimentations autour du big data et de la data science L'arrivée du big data a révolutionné la manière dont les entreprises doivent gérer et exploiter leurs données. Vous serez donc amenés : Contribuer la réalisation de PoC permettant de répondre des cas d'usage métiers (marketing, tarification, sinistres) ;Concevoir et réaliser la modélisation statistique pour répondre une problématique (construction d'algorithmes, corrélations, analyses prédictives - Machine Learning) ;Analyser les données et restituer les résultats (développer des métriques pertinentes d'aide la décision, dataviz ) ;Proposer des tableaux de bord de suivi et assurer la conduite du changement auprès des clients internes du groupe.Piloter des expérimentations Blockchain Votre rôle sera de piloter une expérimentation Blockchain en coordination avec notre IT interne et pour cela nous vous demanderons : D'étudier les différentes technologies Blockchain existantes (Bitcoin, Ethereum) et sélectionner celles tester ;D'organiser des sessions de partage de connaissances en interne afin de renforcer les compétences sur le sujet ;De participer aux initiatives du groupe sur la Blockchain avec des acteurs tiers (FFA, LabChain ) Avant tout de la curiosité, de la motivation et une forte appétence pour les nouvelles technologies, et aussi : Être en cours d'obtention d'un diplôme d'une grande école d'ingénieur, d'informatique ou Master en lien avec la Data Science ou la BlockchainAvoir effectué un premier stage idéalement dans le big data/data science ou blockchainSavoir gérer des projets et être orienté objectifs, délais et résultatsÊtre capable de travailler en transverse avec ténacité et rigueurSavoir chercher les informations et se former en autonomie Maîtriser l'anglais écrit, l'anglais oral est un plusDes compétences en informatique et en code (html5, java, python, javascript, nodeJS, Solidity, suite elastic search, logstash, kibana) ainsi qu'en cryptographieUne première expérience sur les environnements cloud AWS ou Azure est un plus} Read moreSee All",Stage : Chargé de projet Data Science et Blockchain, 17 days ago
,Paris,592376,"[('Headquarters', 'Paris, France'), ('Size', '5001 to 10000 employees'), ('Founded', '1800'), ('Type', 'Government'), ('Industry', 'Finance'), ('Revenue', 'Unknown / Non-Applicable per year'), ('Competitors', 'Unknown')]",Banque de France,3.4,France,"Vous serez en charge d’accompagner les réflexions autour des opportunités que la technologie blockchain peut apporter à l’institution à la fois dans son fonctionnement comme dans ses missions. Vous aurez comme domaine d’études, à :Analyser les apports des technologies blockchain du point de vue des utilisateurs ;  Alimenter les réflexions dans le cadre des expérimentations en cours ;  Être en relation avec les équipes techniques qui participent aux expérimentations ;  Participer, en relation avec les équipes IT, à la compréhension des enjeux techniques qui accompagnent les transformations actuelles dans les services financiers (blockchain, Intelligence Artificielle, Big Data,…).  Vous serez en contact pendant votre contrat, avec les équipes techniques d’architecture, d’innovation, ainsi que des correspondants métiers et des acteurs du marché (Fintech, acteurs IT…). Read moreSee All",ANALYSTE METIER BLOCKCHAIN - H/F, 2 days ago
,Paris,733241,"[('Headquarters', 'Paris, France'), ('Size', '51 to 200 employees'), ('Founded', '1995'), ('Type', 'Company - Private'), ('Industry', 'Information Technology'), ('Revenue', '$10 to $25 million (USD) per year'), ('Competitors', 'Unknown')]",Actimage,3.0,France,"Actimage est une société spécialisée dans la transformation digitale. Nous sommes structurés autour de cinq pôles : Cloud, Innovation, Media, Technologie, Stratégie. Nous intervenons notamment sur les sujets Big Data, Hololens et IoT pour des grands comptes privés et publics en France comme dans le reste du monde. Mission Dans le cadre du développement dActimage, nous recherchons un Ingénieur Informatique sensibilisé au domaine de la blockchain. Vous interviendrez sur des projets dinnovation majeurs liés la blockchain et serez amené participer aux différentes phases de leur exécution. Vos missions seront notamment de :  Analyser et comprendre les algorithmes et les besoins du clie ... Read moreSee All",Ingénieur informatique Blockchain, 22 days ago
,Saclay,464328,"[('Headquarters', 'Bagnols-sur-Ceze, France'), ('Size', '10000+ employees'), ('Founded', '1945'), ('Type', 'Government'), ('Industry', 'Government'), ('Revenue', '$50 to $100 million (USD) per year'), ('Competitors', 'Unknown')]",CEA,4.1,France,"Informations générales Entité de rattachement  Le Commissariat à l'énergie atomique et aux énergies alternatives (CEA) est un organisme public de recherche.  Acteur majeur de la recherche, du développement et de l'innovation, le CEA intervient dans le cadre de ses quatre missions :  . la défense et la sécurité  . l'énergie nucléaire (fission et fusion)  . la recherche technologique pour l'industrie  . la recherche fondamentale (sciences de la matière et sciences de la vie).  Avec ses 16000 salariés -techniciens, ingénieurs, chercheurs, et personnel en soutien à la recherche- le CEA participe à de nombreux projets de collaboration aux côtés de ses partenaires académiques et industriels. Référence  2018-6111Délai de traitement3 moisDescription du poste  DomaineMathématiques, information scientifique, logicielIntitulé de l'offreStage - La blockchain comme une mémoire partagée H/FContratStageSujet de stageLa blockchain comme une mémoire partagéeDurée du contrat (en mois)6 moisDescription de l'offreLe stage s'inscrit dans le cadre de travaux menés au sein d'une équipe du CEA LIST qui développe des systèmes d'information coopératifs de confiance (LICIA). L'équipe développe des apllications de type blockchain et s'intéresse aux aspects protocoles distribués dans ce contexte. Le stage se déroulera au sein du LICIA sur le site du CEA à NanoINNOV sur le plateau de Saclay.  Les technologies Blockchain pourraient ouvrir des opportunités sans précédent pour la mise en œuvre de processus d'affaires en environnements coopératifs et compétitifs .Chaque fois que nous avons besoin de développer des applications impliquant des entités autonomes géographiquement distribuées qui peuvent avoir des intérêts conflictuels , une blockchain deviendra un ""must have"" .Bien que prometteuse , la technologie actuelle de la blockchain n'est pas assez mûre pour pouvoir être exploitée dans plusieurs secteurs .  Dans le cadre de la conciliation entre les applications envisageables dans l'inconscient collectif d'une part et les applications réalisables grâce aux technologies actuelles de blockchain - les smart contracts - d'autre part , le laboratoire LICIA du CEA/LIST/DILS étudie les moyens de concevoir et de développer des smart contracts ( SLC) certifiées et de confiance par construction .En particulier , l'instauration de la confiance porte sur la formalisation à chaque couche impliquée dans le processus : de la conception de haut niveau jusqu'au protocole de la blockchain. Description du sujet: Sur la base de l'étude des outils de formalisation et de spécification existant pour les langages de programmation , pour les systèmes distribués et pour les processus de compilation spécifications, le but de ce stage est de formaliser et spécifier la blockchain comme le modèle mémoire pour la spécification formelle d'un langage pour les SLCs . Le stagiaire aura pour activités :la spécification de la blockchain et de son protocole sous l'angle d'une mémoire partagée ,l'intégration de cette spécification à la conception d'un langage pour les SLCs certifiées et de confiance par construction. Profil du candidatIngénieur/Master - Bac+5  Compétences : informatique , connaissances des méthodes formelles pour les langages de programmation en général , connaissance de la technologie blockchain et des smart contracts, bonne expérience en programmation dans les langages fonctionnels, expérience en vérification formelle dans un assistant de preuve .  Langages : Coq ,OCaml  Logiciels: Coqide  Moyens mis en œuvre : spécification formelle de langages de programmation , spécification formelle de structures de données , preuve assistée par ordinateurLocalisation du poste  SiteSaclayLieu  CEA SACLAY Demandeur  Disponibilité du poste01/06/2018 Read moreSee All",Stage - La blockchain comme une mémoire partagée H/F, 2 days ago
,Paris,592376,"[('Headquarters', 'Paris, France'), ('Size', '5001 to 10000 employees'), ('Founded', '1800'), ('Type', 'Government'), ('Industry', 'Finance'), ('Revenue', 'Unknown / Non-Applicable per year'), ('Competitors', 'Unknown')]",La Banque de France,3.4,France,"Présentation de la Direction générale  La Direction de la Transformation Digitale ( DIGIT ) créée en début d'année 2017 est en charge d'impulser et d'animer la transformation digitale de la Banque de France.  Initiée par le plan stratégique, la DIGIT est au service des métiers en accompagnant et en proposant des actions qui participent la stratégie de digitalisation de l'ensemble de l'Institution tant dans sa dimension technologique, quorganisationnelle, culturelle et humaine. La démarche digitale en 5 points:  améliorer les modes de travail et les pratiques de management en développant une culture digitale et en mettant le digital au service des utilisateurs ;  ouvrir la Banque sur lextérieur, partager les données et en faciliter laccès ;  simplifier et fluidifier nos processus internes et externes ;  innover pour anticiper les évolutions des métiers et de leur environnement, constituer un laboratoire dinnovation ouvert ;  instituer un rôle de « Chief Digital Officer » pour animer la transformation digitale de la Banque.  L'enjeu pour la DIGIT est d'arriver introduire le digital dans toutes ses composantes auprès des métiers de la Banque de France. Sa mission principale est donc daccompagner les démarches dinnovation, de simplification et dexpérimentation de nouvelles pratiques de travail facilitant la transversalité et la prise de décision agile.  Descriptif de mission  Vous serez en charge daccompagner les réflexions autour des opportunités que la technologie blockchain peut apporter linstitution la fois dans son fonctionnement comme dans ses missions. Vous aurez comme domaine détudes, :  Analyser les apports des technologies blockchain du point de vue des utilisateurs ;  Alimenter les réflexions dans le cadre des expérimentations en cours ;  Être en relation avec les équipes techniques qui participent aux expérimentations ;  Participer, en relation avec les équipes IT, la compréhension des enjeux techniques qui accompagnent les transformations actuelles dans les services financiers (blockchain, Intelligence Artificielle, Big Data,).  Vous serez en contact pendant votre contrat, avec les équipes techniques darchitecture, dinnovation, ainsi que des correspondants métiers et des acteurs du marché (Fintech, acteurs IT).  Profil recherché Diplôme préparé: Formation Licence ou master 1 en économie, Sciences Po, école supérieure de commerce, école supérieure dinformatique. Compétences: Compréhension des technologies utilisées par les acteurs innovants (cognitif, Big Data, blockchain) Qualités: Autonomie, bon relationnel, sens de linnovation, curieux, capacité dadaptation, force de proposition, curiosité pour les innovations dans les services financiers et vision éclectique vis- -vis des évolutions en cours  La Banque de France est une institution socialement responsable, attachée la diversité de ses personnels. Des aménagements de poste peuvent être organisés pour tenir compte des handicaps des personnes recrutées. Read moreSee All",Analyste Metier Blockchain - H / F, 2 days ago
,Paris,592376,"[('Headquarters', 'Paris, France'), ('Size', '5001 to 10000 employees'), ('Founded', '1800'), ('Type', 'Government'), ('Industry', 'Finance'), ('Revenue', 'Unknown / Non-Applicable per year'), ('Competitors', 'Unknown')]",Banque de France,3.4,France,"Dans le cadre d’une démarche d’innovation, la DIGIT souhaite mettre en place une étude sur l’utilisation du blockchain autour de scénarios métier au sein de la Banque de France. Vous aurez comme domaine d’études, à : Analyser l’architecture blockchain et les concepts utilisés ;  Analyser les domaines d’emploi possibles dans le périmètre des activités de la Banque de France ;  Proposer des scénarios de POC (proof of concept) sur des domaines d’application présentant un intérêt fonctionnel ;  Mettre en place la plate-forme d’innovation permettant d’accueillir les POC ;  Réaliser des POC en relation avec les équipes techniques de la Banque de France.  Vous serez en contact pendant votre stage, avec les équipes techniques d’architecture, d’innovation, ainsi que des correspondants métiers et des acteurs du marché (Fintech, acteurs IT…). Read moreSee All",ANALYSTE BLOCKCHAIN - H/F, 2 days ago
,Paris,592376,"[('Headquarters', 'Paris, France'), ('Size', '5001 to 10000 employees'), ('Founded', '1800'), ('Type', 'Government'), ('Industry', 'Finance'), ('Revenue', 'Unknown / Non-Applicable per year'), ('Competitors', 'Unknown')]",La Banque de France,3.4,France,"Présentation de la Direction générale  La Direction de la Transformation Digitale ( DIGIT ) créée en début d'année 2017 est en charge d'impulser et d'animer la transformation digitale de la Banque de France.  Initiée par le plan stratégique, la DIGIT est au service des métiers en accompagnant et en proposant des actions qui participent la stratégie de digitalisation de l'ensemble de l'Institution tant dans sa dimension technologique, quorganisationnelle, culturelle et humaine. La démarche digitale en 5 points:  améliorer les modes de travail et les pratiques de management en développant une culture digitale et en mettant le digital au service des utilisateurs ;  ouvrir la Banque sur lextérieur, partager les données et en faciliter laccès ;  simplifier et fluidifier nos processus internes et externes ;  innover pour anticiper les évolutions des métiers et de leur environnement, constituer un laboratoire dinnovation ouvert ;  instituer un rôle de « Chief Digital Officer » pour animer la transformation digitale de la Banque.  L'enjeu pour la DIGIT est d'arriver introduire le digital dans toutes ses composantes auprès des métiers de la Banque de France. Sa mission principale est donc daccompagner les démarches dinnovation, de simplification et dexpérimentation de nouvelles pratiques de travail facilitant la transversalité et la prise de décision agile.  Descriptif de mission  Dans le cadre dune démarche dinnovation, la DIGIT souhaite mettre en place une étude sur lutilisation du blockchain autour de scénarios métier au sein de la Banque de France. Vous aurez comme domaine détudes, :  Analyser larchitecture blockchain et les concepts utilisés ;  Analyser les domaines demploi possibles dans le périmètre des activités de la Banque de France ;  Proposer des scénarios de POC (proof of concept) sur des domaines dapplication présentant un intérêt fonctionnel ;  Mettre en place la plate-forme dinnovation permettant daccueillir les POC ;  Réaliser des POC en relation avec les équipes techniques de la Banque de France.  Vous serez en contact pendant votre stage, avec les équipes techniques darchitecture, dinnovation, ainsi que des correspondants métiers et des acteurs du marché (Fintech, acteurs IT).  Profil recherché Formation recherchée: Formation dingénieur en informatique, école supérieure dinformatique, formation universitaire de type master 2 en informatique. Compétences:  Connaissances sur des technologies de lécosystème Blockchain ;  Développement informatique (Java, Spring, Python, JavaScript) ;  Environnements techniques de production (Linux, BASH, système, réseau). Qualités: Autonomie, Bon relationnel, Sens de linnovation, Curieux, capacité dadaptation.  La Banque de France est une institution socialement responsable, attachée la diversité de ses personnels. Des aménagements de poste peuvent être organisés pour tenir compte des handicaps des personnes recrutées. Read moreSee All",Analyste Blockchain - H / F, 2 days ago
,Paris,1613426,"[('Headquarters', 'New York, NY'), ('Size', '201 to 500 employees'), ('Founded', 'Unknown'), ('Type', 'Company - Private'), ('Industry', 'Information Technology'), ('Revenue', '$25 to $50 million (USD) per year'), ('Competitors', 'Unknown')]",ConsenSys,4.6,France,"About ConsenSys  ConsenSys is a venture production studio and the leading global blockchain technology firm. Our mission is to transform the emerging economic, social, and political operating systems of the planet by building and scaling applications, disruptive startups, and enterprise software products empowered by decentralized technology, specifically Ethereum.  Headquartered in Brooklyn, NY, USA, ConsenSys was founded in 2014 has tripled in size every year since then. Today, we bring together close to 600 team members in 27 countries including top-tier, passionate engineers, product managers, designers, entrepreneurs and consultants. We have offices in the USA, Canada, Brazil, UK, France, Germany, Dubai, South Africa, Singapore, Australia, and other locations.  Our Enterprise team is responsible for helping corporate clients and governments identify how blockchain technology is likely to transform their industry, and subsequently developing and delivering innovative, decentralized applications and digital ventures. We are involved in some of the most innovative blockchain projects in the world: the City of Dubai's Smart Dubai blockchain strategy; project UBIN (a decentralized interbank settlement system) with the Monetary Authority of Singapore; as well as high-profile cooperations with JP Morgan, Banco Santander and BHP Billiton. Our teams are busy at work building the future of identity, financial markets, commerce, energy, security and infrastructure, and more.  If you are someone that thrives in a fast-paced environment where being self-directed, determined, and resilient are a requirement, we would love for you to join us.  About the role  A Blockchain Engineer on the Enterprise team is someone who is extremely knowledgeable about the blockchain space, has experiencing developing on top of the blockchain stack (preferably Ethereum), and is passionate about building innovative solutions for the world's leading institutions. You should be knowledgeable of the existing blockchain stack. You should have a background in architecting data-centric, networked, and rapidly changing and growing systems. Responsibilities and DutiesCore blockchain concepts. You should already be fully immersed in blockchain technology, with experience developing smart contracts using Ethereum, Solidity, Truffle, Infura, Geth, Parity, Quorum, or other blockchain platforms and technologies.Architecture. You should be comfortable working with your team to craft a design: choosing the appropriate technology and designing a solution that both answers the problem at hand, and stays within constraints.Coding. Our clients don’t all work in one language or platform, and neither do we. As a Full Stack Developer, we’re looking for a breadth of experience in multiple languages, and proven expertise in one or two:You should be able to code in solidity including test, deployment and migration. We would also like to hear from you if you are strong in Java, Python, Haskell, Golang, or maybe also JavaScript/React.JS.You should be comfortable with Rapid Application Development, and be up to speed on practices like TDD, continuous integration, pairing, and infrastructure automation.Cloud deployments. Experience building for deployments to AWS, Azure, Google Cloud Platform, etc. using Docker would be helpful. If you're also comfortable with distributed systems and technologies, great!Prototyping and PoCs. You'll have experience of building prototypes for different use cases, and won't get too worried if needs and priorities change, meaning that they don't end up being implemented.Agile. We believe strongly in agile delivery practices, having implemented them for ourselves and our clients to great success. You should be very comfortable working with Agile, Lean and Continuous Delivery practices -- and love it as much as we do.Other skills to demonstrate:Sharing knowledge. Working together with the rest of the team to help each other get up to speed on new languages and skills. We all learn from each other, especially in such a rapidly changing space.Thinking big and acting fast. You’ll need a startup mentality, and will revel in rapidly switching between different projects, priorities and contexts. Being ready and able to pivot or adjust plans quickly is one of your strengths.Open minded and flexible. Your role as a Full Stack Developer won't be set in stone, so it's vital that you enjoy change and you're willing to experience new ways of thinking and working with the ConsenSys teams. Sense of humor is a plus! Why join ConsenSys? Here are some of the perks of being part of a unique organization like ConsenSysThe forefront of a revolution. At ConsenSys we fundamentally believe that a next generation of technologies presents the opportunity to create a more just and equitable society. We believe that there is an opportunity to bring the remaining 2 billion unbanked people into the global economy and to radically transform our society for the enrichment of humankindA dynamic startup environment. ConsenSys is a thought leader in the blockchain space and we are absorbing a significant portion of the mindshare. This is both exciting and challenging, as we learn to scale our organization while adhering to the principles of decentralizationDeep technical challenges. This entire ecosystem is less than 10 years old. Ethereum itself is still a toddler. There is much to be done before these platforms can scale to the order of millions or billions of users. ConsenSys is building the technology platforms that can get us to those next thresholds of scaleContinuous learning and improvements. You’ll be constantly exposed to new concepts, ideas and frameworks from your peers and as you work on different projects -- challenging you to stay at the top of your gameConsenSys was named a Top 100 FinTech company by KPMG's 2016 Fintech Innovators reportA few important things to knowSome travel could be required. Projects may be on client sites, so our team members need to be flexible and up for travel. We do our best to take people’s personal situations into account, but we know it’s not for everyoneTo apply for a role at our Paris office, you need to live in Paris and speak French fluently. If you do not meet these criteria, we are certainly able to find another role for you at ConsenSys Read moreSee All",Blockchain Smart Contract Developer, 4 days ago
